"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"02113","MA","Boston-Cambridge-Newton","Suffolk County","Boston",8680,2870.02,0.0144,0.0226,0.0655,3297
2019-10-31,"17003","PA","Lebanon","Lebanon County","Annville",8681,1174.19,0.0424,0.0757,0.0818,3791
2019-10-31,"29401","SC","Charleston-North Charleston","Charleston County","Charleston",8682,2639.52,-0.0096,-0.0167,0.0064,5436
2019-10-31,"95368","CA","Modesto","Stanislaus County","Salida",8683,1535.17,-0.0151,-0.0077,0.0273,4406
2019-10-31,"14586","NY","Rochester","Monroe County","Town Of Henrietta",8684,1280.76,-0.0113,-0.0414,-0.0435,3850
2019-10-31,"82633","WY",,"Converse County","Douglas",8685,1056.15,-0.0021,0.0289,0.0759,3313
2019-10-31,"01754","MA","Boston-Cambridge-Newton","Middlesex County","Maynard",8686,2324.49,-0.0145,0.0054,0.0117,3928
2019-10-31,"33954","FL","Punta Gorda","Charlotte County","Port Charlotte",8687,1326.9,-0.0083,-0.0261,-0.0333,4809
2019-10-31,"46617","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",8688,1194.97,-0.0034,0.0027,0.0141,4436
2019-10-31,"19734","DE","Philadelphia-Camden-Wilmington","New Castle County","Townsend",8689,1564.01,0.0121,0.0335,0.0142,4735
2019-10-31,"02769","MA","Providence-Warwick","Bristol County","Rehoboth",8690,1506.5,0.0095,0.0174,-0.0842,4486
2019-10-31,"42602","KY",,"Clinton County","Albany",8691,856.59,0.027,0.0382,0.0286,2694
2019-10-31,"34429","FL","Homosassa Springs","Citrus County","Crystal River",8692,1318.03,0.0331,0.0539,0.0324,4907
2019-10-31,"27958","NC","Virginia Beach-Norfolk-Newport News","Currituck County","Moyock",8693,1381.72,0.0098,0.0166,0.066,5786
2019-10-31,"32680","FL",,"Dixie County","Old Town",8694,1249.36,0.0044,0.0071,0.0062,2233
2019-10-31,"72616","AR",,"Carroll County","Berryville",8695,867.07,0.0023,0.0093,-0.0523,3632
2019-10-31,"98948","WA","Yakima","Yakima County","Toppenish",8696,1088.55,-0.0234,-0.0289,0.0435,2724
2019-10-31,"57005","SD","Sioux Falls","Minnehaha County","Brandon",8697,849.83,0.0165,0.0187,0.0017,3771
2019-10-31,"78756","TX","Austin-Round Rock","Travis County","Austin",8698,1652.71,-0.0004,0.0076,0.0335,3470
2019-10-31,"28457","NC","Wilmington","Pender County","Rocky Point",8699,1119.14,-0.0322,-0.0011,-0.0444,2629
2019-10-31,"08201","NJ","Atlantic City-Hammonton","Atlantic County","Absecon",8700,1273.79,0.0006,0.0094,0.0282,3541
2019-10-31,"11576","NY","New York-Newark-Jersey City","Nassau County","East Hills",8701,3357.98,-0.0142,-0.0133,-0.0572,5912
2019-10-31,"63044","MO","St. Louis","Saint Louis County","Bridgeton",8702,943.31,-0.009,-0.0186,0.027,3711
2019-10-31,"89703","NV","Carson City","Carson City","Carson City",8703,1412.58,-0.0409,-0.0384,-0.0269,4191
2019-10-31,"07604","NJ","New York-Newark-Jersey City","Bergen County","Hasbrouck Heights",8704,2207.89,-0.0062,-0.0132,-0.0007,3485
2019-10-31,"14870","NY","Corning","Steuben County","Erwin",8705,1005.08,-0.0567,-0.0834,0.0442,3087
2019-10-31,"06120","CT","Hartford-West Hartford-East Hartford","Hartford County","Hartford",8706,1235.45,0.0334,0.0323,0.0185,2028
2019-10-31,"39819","GA","Bainbridge","Decatur County","Bainbridge",8707,1215.55,0.0249,0.065,0.175,4353
2019-10-31,"77094","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",8708,1452.34,0.0083,0.013,0.0538,3300
2019-10-31,"98077","WA","Seattle-Tacoma-Bellevue","King County","Woodinville",8709,2522.81,-0.0236,-0.0069,0.0056,4644
2019-10-31,"93636","CA","Madera","Madera County","Madera",8710,1552.23,-0.0172,0.0119,0.0564,4481
2019-10-31,"46259","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",8711,1284.23,0.0061,0.0209,0.1656,4917
2019-10-31,"07009","NJ","New York-Newark-Jersey City","Essex County","Cedar Grove",8712,2012.78,0.048,0.0788,0.038,4303
2019-10-31,"90701","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Artesia",8713,2295.77,0.0067,0.0035,-0.0464,3704
2019-10-31,"92325","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Crestline",8714,1379.59,0.0022,0.0166,-0.0145,7188
2019-10-31,"93109","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",8715,4173.46,0.0026,-0.0014,0.013,3929
2019-10-31,"64124","MO","Kansas City","Jackson County","Kansas City",8716,872.62,0.0192,0.0211,0.0332,3666
2019-10-31,"95304","CA","Stockton-Lodi","San Joaquin County","Tracy",8717,1927.53,-0.0197,-0.0221,-0.0338,4124
2019-10-31,"28138","NC","Charlotte-Concord-Gastonia","Rowan County","Rockwell",8718,894.7,0.0036,-0.0268,-0.0018,3102
2019-10-31,"49097","MI","Kalamazoo-Portage","Kalamazoo County","Vicksburg",8719,886.08,-0.0075,-0.0424,-0.1311,3208
2019-10-31,"83340","ID","Hailey","Blaine County","Ketchum",8720,1605.78,0.0069,-0.0636,0.0837,4832
2019-10-31,"08620","NJ","Trenton","Mercer County","Hamilton Township",8721,1682.56,-0.0003,0.0059,0.0291,4122
2019-10-31,"29702","SC","Gaffney","Cherokee County","Blacksburg",8722,797.46,0.0033,-0.1408,-0.1934,1264
2019-10-31,"44062","OH","Cleveland-Elyria","Geauga County","Middlefield",8723,1146.83,0.0398,0.0731,0.0674,3629
2019-10-31,"68850","NE","Lexington","Dawson County","Lexington",8724,912.96,-0.0152,-0.0197,-0.0795,3154
2019-10-31,"69301","NE",,"Box Butte County","Alliance",8725,909.7,-0.024,-0.0036,-0.0594,3325
2019-10-31,"08079","NJ","Philadelphia-Camden-Wilmington","Salem County","Salem",8726,1153.19,-0.0035,-0.0113,-0.0272,4192
2019-10-31,"28731","NC","Asheville","Henderson County","Flat Rock",8727,1478.1,0.0173,0.0302,-0.0027,3551
2019-10-31,"23664","VA","Virginia Beach-Norfolk-Newport News","Hampton City","Hampton",8728,1228.94,0.0069,0.0108,-0.0066,4612
2019-10-31,"63390","MO","St. Louis","Warren County","Wright City",8729,1139.39,0.0223,0.0698,0.2357,1389
2019-10-31,"92252","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Joshua Tree",8730,1130.7,-0.0018,0.0077,0.0504,4782
2019-10-31,"28621","NC","Mount Airy","Surry County","Elkin",8731,1192.79,0.0146,0.0254,0.0501,3253
2019-10-31,"16407","PA","Erie","Erie County","Corry",8732,843.54,-0.0181,-0.023,0.0013,3090
2019-10-31,"42261","KY","Bowling Green","Butler County","Morgantown",8733,802.16,0.0203,0.025,0.0052,2414
2019-10-31,"92067","CA","San Diego-Carlsbad","San Diego County","Rancho Santa Fe",8734,4721.57,-0.0609,-0.0525,-0.0474,3830
2019-10-31,"15037","PA","Pittsburgh","Allegheny County","Elizabeth Township",8735,912.82,0.0121,0.0059,0.0209,4266
2019-10-31,"92313","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Grand Terrace",8736,1890.01,-0.0097,-0.0065,0.0037,3720
2019-10-31,"76426","TX","Dallas-Fort Worth-Arlington","Wise County","Bridgeport",8737,1234.28,0.0146,0.0301,0.0211,3170
2019-10-31,"19086","PA","Philadelphia-Camden-Wilmington","Delaware County","Nether Providence Township",8738,1461.3,-0.0354,-0.0034,-0.0162,4643
2019-10-31,"14605","NY","Rochester","Monroe County","Rochester",8739,920.26,0.0019,0.0089,-0.0112,2242
2019-10-31,"23002","VA","Richmond","Amelia County","Amelia Court House",8740,1260.78,0.0183,0.0238,0.0319,3325
2019-10-31,"24293","VA","Big Stone Gap","Wise County","Wise",8741,1058.36,-0.0025,-0.0011,0.007,1667
2019-10-31,"65049","MO",,"Camden County","Village of Four Seasons",8742,1027.14,0.0101,0.0237,0.0084,9603
2019-10-31,"37397","TN","Chattanooga","Marion County","Whitwell",8743,993.14,0.0054,0.0228,0.0413,3203
2019-10-31,"73134","OK","Oklahoma City","Oklahoma County","Oklahoma City",8744,919.6,0.0075,-0.014,-0.0081,1521
2019-10-31,"90755","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Signal Hill",8745,2393.1,-0.0051,-0.0015,-0.0129,3718
2019-10-31,"17340","PA","Gettysburg","Adams County","Littlestown",8746,1146.46,-0.0158,-0.0302,-0.0656,4555
2019-10-31,"46550","IN","Elkhart-Goshen","Elkhart County","Nappanee",8747,992.26,0.0007,-0.0117,-0.0235,3660
2019-10-31,"84066","UT",,"Duchesne County","Roosevelt",8748,1032.81,-0.0153,-0.0211,0.0458,3010
2019-10-31,"45404","OH","Dayton","Montgomery County","Dayton",8749,761.25,0.0237,0.0342,-0.014,3980
2019-10-31,"77418","TX","Houston-The Woodlands-Sugar Land","Austin County","Bellville",8750,1363.79,-0.0071,-0.0117,-0.041,3184
2019-10-31,"04730","ME",,"Aroostook County","Houlton",8751,1096.25,0.0118,0.0568,0.1302,2618
2019-10-31,"68522","NE","Lincoln","Lancaster County","Lincoln",8752,1022.93,-0.0087,-0.0094,0.0061,3946
2019-10-31,"29127","SC","Newberry","Newberry County","Prosperity",8753,1313.34,0.007,0.0158,0.1005,1884
2019-10-31,"28612","NC","Hickory-Lenoir-Morganton","Burke County","Connelly Springs",8754,1064.99,0.003,0.0197,0.0408,3849
2019-10-31,"57107","SD","Sioux Falls","Minnehaha County","Sioux Falls",8755,950.88,0.0055,0.0215,0.0169,2977
2019-10-31,"98611","WA","Longview","Cowlitz County","Castle Rock",8756,1368.03,0.0023,-0.0086,0.1953,3059
2019-10-31,"06268","CT","Hartford-West Hartford-East Hartford","Tolland County","Mansfield",8757,1746.83,0.0118,0.038,0.0808,2588
2019-10-31,"34947","FL","Port St. Lucie","Saint Lucie County","Fort Pierce",8758,1276.29,0.0163,0.0222,0.0285,2743
2019-10-31,"95742","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rancho Cordova",8759,1901.43,0.0196,0.0754,-0.0388,4871
2019-10-31,"78639","TX",,"Llano County","Kingsland",8760,1359.57,0.044,-0.0098,-0.0017,3513
2019-10-31,"56472","MN","Brainerd","Crow Wing County","Breezy Point",8761,1071.44,-0.0606,-0.1216,-0.0057,3440
2019-10-31,"35660","AL","Florence-Muscle Shoals","Colbert County","Sheffield",8762,797.31,-0.026,-0.0111,-0.0558,3767
2019-10-31,"27052","NC","Winston-Salem","Stokes County","Walnut Cove",8763,1053.03,-0.0042,-0.0069,-0.0081,2857
2019-10-31,"13357","NY","Utica-Rome","Herkimer County","Ilion",8764,884.31,0.0567,0.0521,-0.3335,3491
2019-10-31,"76667","TX",,"Limestone County","Mexia",8765,1178.99,0.0236,0.0327,0.0072,3200
2019-10-31,"95811","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",8766,1890.88,-0.0002,0.0049,0.0044,1518
2019-10-31,"87004","NM","Albuquerque","Sandoval County","Bernalillo",8767,1326.7,0.0352,0.0499,0.0431,2812
2019-10-31,"32561","FL","Pensacola-Ferry Pass-Brent","Santa Rosa County","Gulf Breeze",8768,2080.25,0.0281,0.0242,0.0843,7689
2019-10-31,"22443","VA",,"Westmoreland County","Colonial Beach",8769,1246.24,0.0155,0.0169,-0.0053,4519
2019-10-31,"02465","MA","Boston-Cambridge-Newton","Middlesex County","Newton",8770,2790.68,-0.0139,0.0056,0.0353,4573
2019-10-31,"02744","MA","Providence-Warwick","Bristol County","New Bedford",8771,1337.53,0.0525,0.0976,0.016,2413
2019-10-31,"49107","MI","Niles-Benton Harbor","Berrien County","Buchanan",8772,1259.64,-0.0054,0.011,0.1227,3946
2019-10-31,"10803","NY","New York-Newark-Jersey City","Westchester County","Pelham",8773,2223.57,-0.0045,-0.001,0.0151,3856
2019-10-31,"76905","TX","San Angelo","Tom Green County","San Angelo",8774,990.67,0.0218,0.0341,0.0221,3961
2019-10-31,"92657","CA","Los Angeles-Long Beach-Anaheim","Orange County","Newport Beach",8775,5729.58,-0.0025,-0.0117,0.1172,4932
2019-10-31,"28730","NC","Asheville","Buncombe County","Fairview",8776,1416.58,0.0005,-0.0246,-0.0318,3666
2019-10-31,"36105","AL","Montgomery","Montgomery County","Montgomery",8777,793.29,-0.0181,-0.033,-0.0416,4863
2019-10-31,"91108","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Marino",8778,6042.38,-0.0245,-0.0238,0.0717,4664
2019-10-31,"15084","PA","Pittsburgh","Allegheny County","Tarentum",8779,951.05,0.0025,0.0097,-0.023,3802
2019-10-31,"45305","OH","Dayton","Greene County","Bellbrook",8780,1456.04,0.0166,0.0729,0.1426,3845
2019-10-31,"03077","NH","Boston-Cambridge-Newton","Rockingham County","Raymond",8781,1825.11,0.0206,0.0264,0.0263,3719
2019-10-31,"55445","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Brooklyn Park",8782,1321.4,0.0026,0.0001,0.0159,4582
2019-10-31,"73026","OK","Oklahoma City","Cleveland County","Norman",8783,1101.76,0.0116,-0.0024,-0.0178,4225
2019-10-31,"68112","NE","Omaha-Council Bluffs","Douglas County","Omaha",8784,1083.54,0.0214,0.0284,0.02,4119
2019-10-31,"40513","KY","Lexington-Fayette","Fayette County","Lexington",8785,1567.86,-0.0052,-0.0105,0.0392,3919
2019-10-31,"05408","VT","Burlington-South Burlington","Chittenden County","Burlington",8786,1902.15,0.0187,0.0006,0.0202,3532
2019-10-31,"35824","AL","Huntsville","Madison County","Huntsville",8787,1197.09,-0.0116,-0.0051,0.0521,2985
2019-10-31,"82240","WY",,"Goshen County","Torrington",8788,903.83,0.0327,0.0323,-0.0208,3835
2019-10-31,"03857","NH","Boston-Cambridge-Newton","Rockingham County","Newmarket",8789,1866.03,0.0199,0.0267,0.0457,3270
2019-10-31,"39567","MS","Gulfport-Biloxi-Pascagoula","Jackson County","Pascagoula",8790,879.43,0.0096,0.0049,-0.0648,3711
2019-10-31,"55807","MN","Duluth","Saint Louis County","Duluth",8791,1108.06,-0.0079,-0.0121,-0.0342,3694
2019-10-31,"02813","RI","Providence-Warwick","Washington County","Charlestown",8792,1452.61,-0.0397,-0.0466,0.0478,5283
2019-10-31,"14103","NY","Rochester","Orleans County","Medina",8793,1241.61,-0.0294,-0.0233,-0.0493,3799
2019-10-31,"15656","PA","Pittsburgh","Westmoreland County","Allegheny Township",8794,909.4,0.0211,0.0109,-0.0202,2972
2019-10-31,"29054","SC","Columbia","Lexington County","Gilbert",8795,1310.29,-0.0008,0.0153,0.016,3291
2019-10-31,"47713","IN","Evansville","Vanderburgh County","Evansville",8796,662.83,0.0248,0.0191,-0.011,3859
2019-10-31,"87048","NM","Albuquerque","Sandoval County","Corrales",8797,1809.46,0.0188,0.0198,0.0609,4054
2019-10-31,"19444","PA","Philadelphia-Camden-Wilmington","Montgomery County","Whitemarsh Township",8798,1729.37,0.0013,-0.0033,-0.0072,3484
2019-10-31,"39525","MS","Gulfport-Biloxi-Pascagoula","Hancock County","Diamondhead",8799,1053.6,-0.0204,-0.0345,-0.1119,5255
2019-10-31,"11755","NY","New York-Newark-Jersey City","Suffolk County","Lake Grove",8800,2536.37,-0.0035,-0.0092,0.0258,4065
2019-10-31,"44444","OH","Youngstown-Warren-Boardman","Trumbull County","Newton Falls",8801,788.22,0.0351,0.0398,0.0549,3792
2019-10-31,"45068","OH","Cincinnati","Warren County","Waynesville",8802,1426.01,0.0126,0.0068,0.0014,3880
2019-10-31,"07078","NJ","New York-Newark-Jersey City","Essex County","Short Hills",8803,2602.68,0.0176,0.0309,0.0356,4629
2019-10-31,"36604","AL","Mobile","Mobile County","Mobile",8804,855.72,0.0009,0.0069,-0.0112,3828
2019-10-31,"35228","AL","Birmingham-Hoover","Jefferson County","Midfield",8805,712.56,-0.0368,-0.0552,-0.0573,4416
2019-10-31,"19312","PA","Philadelphia-Camden-Wilmington","Chester County","Easttown Township",8806,2403.07,0.0427,0.0646,0.0081,4277
2019-10-31,"44481","OH","Youngstown-Warren-Boardman","Trumbull County","Lordstown",8807,872.49,0.0393,0.0411,0.1266,3443
2019-10-31,"94574","CA","Napa","Napa County","Saint Helena",8808,3622.87,-0.0425,-0.0501,0.0005,3307
2019-10-31,"31316","GA","Hinesville","Long County","Ludowici",8809,963.14,-0.0456,-0.0122,-0.1428,4953
2019-10-31,"06798","CT","Torrington","Litchfield County","Woodbury",8810,1496.39,0.0131,0.0073,0.012,5626
2019-10-31,"48809","MI","Ionia","Ionia County","Belding",8811,816.68,0.0273,0.0316,-0.2284,3164
2019-10-31,"42539","KY",,"Casey County","Liberty",8812,810.82,0.0156,0.018,-0.0134,2619
2019-10-31,"46405","IN","Chicago-Naperville-Elgin","Lake County","Lake Station",8813,899.07,0.0108,0.0181,-0.0133,4508
2019-10-31,"04086","ME","Portland-South Portland","Sagadahoc County","Topsham",8814,1498.72,0.0017,0.0095,0.0558,3687
2019-10-31,"13041","NY","Syracuse","Onondaga County","Town Of Clay",8815,1228.89,0.0087,0.015,0.0051,4795
2019-10-31,"36544","AL","Mobile","Mobile County","Irvington",8816,872.94,0.0079,0.017,-0.017,3355
2019-10-31,"85390","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Wickenburg",8817,1505.34,0.0349,0.0378,0.0457,4391
2019-10-31,"36093","AL","Montgomery","Elmore County","Wetumpka",8818,1327.14,0.0024,0.0286,0.0338,4682
2019-10-31,"56721","MN","Grand Forks","Polk County","East Grand Forks",8819,958.21,0.0264,0.0286,0.1665,3308
2019-10-31,"31820","GA","Columbus","Muscogee County","Midland",8820,1362.16,-0.008,-0.0023,0.0008,4434
2019-10-31,"97862","OR","Hermiston-Pendleton","Umatilla County","Milton Freewater",8821,1167.86,0.0212,0.0441,0.0129,3153
2019-10-31,"28377","NC","Lumberton","Robeson County","Red Springs",8822,794.59,0.014,0.0352,-0.0185,2392
2019-10-31,"77954","TX",,"De Witt County","Cuero",8823,1308.83,0.0022,-0.0042,0.0172,1890
2019-10-31,"13323","NY","Utica-Rome","Oneida County","Town Of Kirkland",8824,1124.83,0.0479,0.0972,-0.0074,3112
2019-10-31,"29654","SC","Greenville-Anderson-Mauldin","Anderson County","Honea Path",8825,1029.53,0.0035,0.0165,0.0672,1406
2019-10-31,"36467","AL",,"Covington County","Opp",8826,830.22,0.0019,0.0038,-0.0249,3614
2019-10-31,"55806","MN","Duluth","Saint Louis County","Duluth",8827,1034.66,-0.0225,-0.0328,-0.0259,2905
2019-10-31,"34229","FL","North Port-Sarasota-Bradenton","Sarasota County","Osprey",8828,2208.88,0.0068,-0.0414,0.032,4866
2019-10-31,"28513","NC","Greenville","Pitt County","Ayden",8829,1003.4,0.0277,0.0385,0.1355,3119
2019-10-31,"07853","NJ","New York-Newark-Jersey City","Morris County","Long Valley",8830,2227.71,0.0229,0.0264,-0.0591,5123
2019-10-31,"24251","VA","Kingsport-Bristol-Bristol","Scott County","Gate City",8831,989.28,0.0281,0.0269,0.0298,3261
2019-10-31,"78202","TX","San Antonio-New Braunfels","Bexar County","San Antonio",8832,1122.57,0.0134,0.0169,0.1395,4359
2019-10-31,"03031","NH","Manchester-Nashua","Hillsborough County","Amherst",8833,1811.92,-0.0045,0.0039,-0.0162,5444
2019-10-31,"08824","NJ","New York-Newark-Jersey City","Middlesex County","South Brunswick Township",8834,2064.1,0.0173,-0.0045,-0.0411,4114
2019-10-31,"47978","IN","Chicago-Naperville-Elgin","Jasper County","Rensselaer",8835,1092.58,0.0264,0.0448,0.072,3949
2019-10-31,"27377","NC","Greensboro-High Point","Guilford County","Whitsett",8836,1123.26,0.0269,0.0831,0.0043,3896
2019-10-31,"63106","MO","St. Louis","Saint Louis City","Saint Louis",8837,897.38,-0.0321,-0.0342,0.0322,1325
2019-10-31,"49038","MI","Niles-Benton Harbor","Berrien County","Coloma",8838,993.17,-0.008,-0.0249,0.0844,3231
2019-10-31,"99324","WA","Walla Walla","Walla Walla County","College Place",8839,1301.85,-0.0036,0.008,0.1105,3672
2019-10-31,"21769","MD","Washington-Arlington-Alexandria","Frederick County","Middletown",8840,1669.39,0.0003,-0.0101,-0.0489,4246
2019-10-31,"77518","TX","Houston-The Woodlands-Sugar Land","Galveston County","Bacliff",8841,1179.97,0.0069,0.0047,0.0151,2777
2019-10-31,"48138","MI","Detroit-Warren-Dearborn","Wayne County","Grosse Ile",8842,1199.35,-0.0319,-0.0168,-0.0743,5084
2019-10-31,"44026","OH","Cleveland-Elyria","Geauga County","Chesterland",8843,1755.29,0.0072,0.0144,-0.0217,4361
2019-10-31,"02052","MA","Boston-Cambridge-Newton","Norfolk County","Medfield",8844,2638.24,-0.0202,0.0038,0.0224,4283
2019-10-31,"98951","WA","Yakima","Yakima County","Wapato",8845,1180.85,-0.003,0.0033,0.0323,2563
2019-10-31,"61072","IL","Rockford","Winnebago County","Rockton",8846,1087.85,0.0191,-0.0072,-0.0114,3586
2019-10-31,"74426","OK",,"McIntosh County","Checotah",8847,879.46,0.009,0.0293,0.0395,3572
2019-10-31,"12572","NY","New York-Newark-Jersey City","Dutchess County","Town of Rhinebeck",8848,1880.09,-0.0128,0.0031,0.0562,4685
2019-10-31,"46001","IN","Indianapolis-Carmel-Anderson","Madison County","Alexandria",8849,785.08,0.0328,0.0482,0.0664,4276
2019-10-31,"35146","AL","Birmingham-Hoover","Saint Clair County","Springville",8850,1270.22,0.0317,0.0435,0.0432,3595
2019-10-31,"31757","GA","Thomasville","Thomas County","Thomasville",8851,1089.22,0.0433,0.0497,0.1257,3620
2019-10-31,"13165","NY","Seneca Falls","Seneca County","Town of Waterloo",8852,1130.51,0.0007,-0.0199,-0.1082,3173
2019-10-31,"48040","MI","Detroit-Warren-Dearborn","Saint Clair County","Marysville",8853,1019.68,-0.0016,0.0536,0.0464,3965
2019-10-31,"32348","FL",,"Taylor County","Perry",8854,1275.5,0.0138,0.0447,0.0481,3707
2019-10-31,"64137","MO","Kansas City","Jackson County","Kansas City",8855,954.92,0.012,0.0234,0.0057,3384
2019-10-31,"14006","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Evans",8856,1008.97,0.0252,0.0569,-0.0064,4965
2019-10-31,"39666","MS","McComb","Pike County","Summit",8857,792.26,0.0354,0.0325,-0.0302,3015
2019-10-31,"31535","GA","Douglas","Coffee County","Douglas",8858,1010.44,0.0045,0.0096,-0.0083,2561
